"","Grouping","DGKE","MGAT3-AS1","NPPA","B2M","MB","ALB","LCN2","PIK3C2A","CST3","SLC22A12","REN","GPT","ADAMTS13","CFH","HGF","SLK","IL18","HP","CPT2","AMBP","SLC22A6","UMOD","HAVCR1","MAP4K2","PRTN3","F2","KNG1","MIR21","RBP4","BMAL2","SLC9A3","HMGCR","CBS","FABP1","XDH","IL6","HPRT1"
"sample_244",0,43.3641410508715,0,0,5315.3248772099,0,0,0.864636835260042,116.141768461915,94.6823820461104,0,0,0.134140511580775,1.32423440352277,13.222312727515,2.09465214347079,30.6324691286915,5.81914314524219,0.796623246741108,8.42147948325898,0,0,0,1.48155712033012,18.9107903583874,0,0,0,0,0.186000009208654,0.31869546637229,0.35197697512176,25.9881733043187,0,0,0,1.28044014197863,15.5928007719823
"sample_245",0,49.8441425756225,0,0.214027526774474,6767.00202337812,0,0.309633731628047,2.8053254246442,109.58934887893,92.0536561178534,0,0,0,0.0619686879079498,15.8399871182293,2.9171064092342,28.9675469976882,9.71943686148918,1.31220918468966,8.20385986752622,0,0,0.0790468835387368,1.58470262301083,17.5133032332794,0,0,0,0,0,0.159078703615337,0.1976527835019,26.4114380978398,0,0,0,0.719031573250199,16.7908046811459
"sample_246",0,50.3788552953181,1.30683805750016,0.253725283678393,4959.9576226592,1.45594038620823,0.367064496692092,1.27909857043058,100.22865443386,86.2855138865945,0.166937374024645,0.445147300023994,0,1.39578978440755,4.0767989060284,3.16069334784492,23.558815627095,5.36378037886054,1.69701526110842,8.4394914198695,1.0313872466483,0.366032256825129,0.0937084741015233,1.26807711056846,22.2186240440687,0.659377256975764,1.06689402071324,0.467868693483163,0,0,0.691476758329554,0.468626716568914,19.4251180364324,0.16335475718752,0.433004226636779,0.455506808493494,0.994463538189381,12.2852145419764
"sample_247",0,51.9516647359955,0,0,6420.2190223524,0,0.623108929509564,2.82272753857428,122.983631352769,80.7454170339561,0,0,0.101058555801359,1.30941498884917,7.44483877880149,4.16609305869902,29.6883103490017,7.92495271748496,0.960253917444987,10.5742670410751,0,0,0,2.0330294700528,21.7955604610164,0,0,0,0,0,0.426841353045671,0.232025350259322,26.0329221094659,0,0,0,0.844073883883781,15.5750431993326
"sample_248",0,46.2786289040896,1.06157912314843,0.206107759582034,4400.4095798444,1.52061285712728,0.596352400821112,5.19522802012496,101.772984109999,87.1993884977878,1.01705733614451,0.120534975678959,0.580314383455451,1.13383696390455,11.2396805567059,2.7487511543161,26.4096797880689,7.26190114461423,0.344632596693557,6.79033048611872,1.25673471472563,0.49556280776895,0.228365616988301,1.18269888887677,24.2376323152531,0.714172783962062,3.75555368484312,0.25337474398654,0,0,0.893621371412975,0.602739973791203,19.3610769210911,0.0663486951967766,1.05522236193197,0.493360306401088,1.50025392780243,13.5166798461379
"sample_249",0,48.5112511929695,0,0.298767705759876,4559.09667730083,0.244915041634414,0,3.01233948614026,112.248883802439,113.497178058446,0,0,0.140201091341764,0.951544284683925,4.36411825326925,3.15257798535789,31.0373726066033,8.42130950850638,0,9.55912754016082,0,0,0,2.32274265291993,20.2298385124355,0,0,0,0,0,0.444125856432385,0.091969896822572,30.7739537159646,0,0,0,3.3457287285487,16.4804121564318
"sample_250",0,57.4050184778833,0,0,6252.41422374155,0,0.562054305183396,0.391714733919089,117.501633505191,116.250824259859,0,0,0.182312894820739,0.562434971830998,15.2277987450186,4.01410244302688,32.5511090298605,7.90890700865208,1.4075173489974,8.92279430950188,0,0,0,1.43829441161891,19.05574068686,0,0,0,0,0,0.457208620175627,0.0896959750756221,28.8145127511097,0,0,0,1.63150341042921,17.3825870168654
"sample_251",0,42.4938902057439,0,0,5237.23647749712,0,0.88539947372261,1.23412992681618,114.859044220464,150.059582929435,0,0,0.191463991573385,0.708799307782001,9.1383713335698,4.42487265270079,31.0651121342475,11.8199208131211,4.54820590152162,6.39790512634756,0,0,0,1.85034880273746,17.1324240686994,0,0,0,0,0,0.530700901592355,0.0941982158361948,26.6644766986217,0,0,0.0305203318151101,2.96988611945462,13.6288049456958
"sample_252",0,47.4132818191717,0,0,4706.65935532031,0,0.3850407078078,2.68347946125483,111.279665051428,115.164550814627,0,0,0.249790404296828,0.92472356917471,4.79480931528085,4.21261198113752,31.8646643557676,12.0864701302525,1.92846659588483,8.1782988723593,0,0,0,1.23164677589527,19.8680358735402,0,0,0,0,0,0.626430325698897,0.286753088785035,28.7548854247075,0,0,0,1.93730697975595,12.5606075198635
"sample_253",0,45.2512572371529,0,0,5476.35155797195,0,0.321443008406557,0.672073648472671,107.687039940585,105.045833916116,0,0,0,1.41530714368508,4.21921406649358,2.99580035191658,27.9121937732869,5.56696902471136,2.10530502311648,9.00945561316755,0,0,0,1.64514239418294,21.4241067975976,0,0,0,0,0,0.44038903035242,0.102595581260995,25.2924046308278,0,0,0,4.35432130248175,15.1161166985509
"sample_254",0,48.3577842774077,0,0.93403127736132,4601.81659997359,0.153134562251952,0.270252704617235,1.50678630593194,107.482198063816,104.162679148779,0.30727077419928,0.32774148104402,0.6136308666309,1.24400440699698,4.63877378694082,2.79248775106893,26.5892821007676,7.75194639810041,0.728836661669818,9.05411645409567,0.126560497962588,0.26949271388434,0.137986478124221,1.34857211273493,22.5488768105002,0.161823048053481,0.261834997424239,0,0,0.121552015547021,0.55538457871499,0.517542443153581,23.3345498735428,0,0.63760218933647,0.139736962754843,0.62758093685181,13.9682871027325
"sample_255",0,31.5797860555908,0,0,6808.59639897009,0,0.657994027341683,2.29289192310693,108.305486457741,137.948267614708,0,0,0.142288499875205,0.658439671789595,5.01964008557471,5.1992130052103,31.4166717725608,7.00353899248387,5.49257726213185,9.60539632355032,0,0,0,1.31897958414303,15.4889602871009,0,0,0,0,0,0.563422877657106,0.18667841351764,30.353971897531,0,0,0,3.90487352702707,13.6593899912457
"sample_256",0,45.6544122568729,0,0,6233.39211254297,0,0,1.04886864490776,107.201881537541,98.7966594558281,0,0,0.0976334369793396,0.722877570645541,16.4110909980466,1.70753082651285,27.0229944126342,7.00475206372101,2.08734432801462,6.98634344227263,0,0,0,0.693220653642438,16.6264538427041,0,0,0,0,0,0.30928100059639,0.32023064298174,21.1684245535341,0,0,0,0.698971010516137,15.8122775267873
"sample_257",0,37.1682931560003,0.664505018009318,0.387045028033497,4148.52853409768,0.951841320139905,1.11987647705124,4.68287970238642,125.057091261219,56.0938493382631,0.381981722549412,0.67904958748695,0.726506035057388,1.34476193282211,5.4651375114411,2.77943974108046,29.9340535671135,10.606522402841,2.80443643193763,6.62092217277013,0,0.558363609058448,0.428842547259577,1.86274322866089,15.3724082352859,1.34112866856592,0.542497539292853,0.951613224927794,0,0,1.19865074966908,0.238288748132234,17.0579123179711,0,1.98157783813557,0.463234994181824,0.650144398759608,13.7588264804166
"sample_258",0,39.9495138213264,0,0.865461270947775,4039.63287598713,0.709462499194965,0.939047445000442,0.87260540879758,112.992814378612,52.637810143596,0.569426230596651,0.75920251709338,0.30459771679213,0.81439231515277,4.63534353830514,1.99768903666446,32.1201736448005,8.30093863240775,1.08535275096857,6.71702481407133,0.146586645534934,0.312135568051328,0.399551504676214,1.24155937359119,14.3138054716375,0.374857845319325,0.909798426221739,0.664961706200888,0,0.140785651952121,0.455646174051938,0.566133194114578,14.9301628825431,0.0696507329311321,1.10773860278495,0.485544216968732,1.81721362146451,12.4654341121994
"sample_259",0,26.8672341028945,0.244902330759663,0.142644866337207,3547.16377016729,1.05239908577642,0.412728801077198,1.29440123403869,82.9919114994665,147.08851872388,0.469262642240523,0.250262710092295,0.602443603987271,1.07382166565395,5.90359661791373,2.29957999297469,21.7994050907012,9.26995690441382,1.35159265463579,5.78401414299516,0.676489322526294,0.205784073203001,0.210732372731425,0.81853262227055,19.1977796009656,0.494270965423757,0.999683284576327,0.263036723332089,0,0.185633730164858,0.388749628484912,0.329328606800122,22.9193956224692,0.13775756105231,0.486871699474299,0.234746276098238,2.87531695210166,14.0758272943715
"sample_260",0,42.1560024995595,0,0,7011.91705296832,0.126469311306012,0,1.86661544847411,93.0722038053981,121.309933016962,0,0,0.434382519293645,0.580696712495162,6.61039821691969,1.35660773080737,24.3692644674688,5.67733709664102,2.83764486691109,8.89483641644126,0,0,0,1.11374587053359,17.2935944753832,0,0,0,0,0,0.496898693711449,0.0712371692306949,28.0521970550064,0,0,0.0692427777911654,1.98681880086438,16.4529774583782
"sample_261",0,43.4564556799345,0,0,4506.88027417953,0,0.352907535859592,1.96762597823603,100.814584019852,70.7075916049979,0,0,0.22894440581012,1.34195689812643,6.29505851123576,3.39629646911841,30.1380871377034,8.97684306187902,3.12716566814826,8.34582519408894,0,0,0,1.76102312059488,20.865590162377,0.211315454602856,0,0,0,0,0.513715156879357,0.225276349623423,30.2869509191924,0,0,0.0364949000337741,1.09269602458687,13.7550455482134
"sample_262",0,45.642103345536,0,0,4442.06456059967,0.154502735745736,1.09066905842844,0.190031077102362,110.971468713706,72.873853051383,0,0,0.0884447603637774,0.927696582291786,11.47112424422,2.87268096534307,32.7151597707006,4.72223746176711,4.72723983195966,8.83648028923852,0,0,0,1.56994715354538,23.4718558656076,0.163268848412161,0,0,0,0,0.466955529941474,0.116036978133431,25.346731283186,0,0,0.0281970872060897,1.37190739618627,10.2810218287236
